date,risk_score,alert,true_label
2020-12-16,1.1532917e-11,0,0.0
2020-12-17,7.4750164e-11,0,0.0
2020-12-18,2.6588861e-11,0,0.0
2020-12-19,2.0279631e-10,0,0.0
2020-12-20,3.4473382e-11,0,0.0
2020-12-21,9.181914e-11,0,0.0
2020-12-22,1.4169235e-11,0,0.0
2020-12-23,1.3627694e-11,0,0.0
2020-12-24,2.109333e-12,0,0.0
2020-12-25,2.596663e-12,0,0.0
2020-12-26,7.78211e-13,0,0.0
2020-12-27,1.3261343e-12,0,0.0
2020-12-28,4.4165645e-13,0,0.0
2020-12-29,4.7692275e-13,0,0.0
2020-12-30,2.7754266e-13,0,0.0
2020-12-31,4.4588004e-13,0,0.0
2021-01-01,1.0223343e-12,0,0.0
2021-01-02,1.1899011e-11,0,0.0
2021-01-03,1.6677394e-11,0,0.0
2021-01-04,3.449749e-09,0,0.0
2021-01-05,4.156686e-09,0,0.0
2021-01-06,1.7281963e-07,0,0.0
2021-01-07,1.1357116e-07,0,0.0
2021-01-08,1.3081008e-05,0,0.0
2021-01-09,1.6543881e-05,0,0.0
2021-01-10,0.00019802271,0,0.0
2021-01-11,3.4023065e-05,0,0.0
2021-01-12,0.00085801916,0,0.0
2021-01-13,0.0002607845,0,0.0
2021-01-14,0.00020124523,0,0.0
2021-01-15,2.3971286e-05,0,0.0
2021-01-16,4.299678e-05,0,0.0
2021-01-17,7.2038756e-06,0,0.0
2021-01-18,1.3266551e-06,0,0.0
2021-01-19,8.81249e-08,0,0.0
2021-01-20,3.5164224e-08,0,0.0
2021-01-21,1.2311896e-08,0,0.0
2021-01-22,1.8559193e-10,0,0.0
2021-01-23,1.7579159e-11,0,0.0
2021-01-24,5.24116e-13,0,0.0
2021-01-25,1.3975087e-13,0,0.0
2021-01-26,1.0716122e-15,0,0.0
2021-01-27,1.6597003e-16,0,0.0
2021-01-28,5.325602e-18,0,0.0
2021-01-29,1.01955875e-17,0,0.0
2021-01-30,1.818009e-19,0,0.0
2021-01-31,2.680496e-19,0,0.0
2021-02-01,4.434029e-20,0,0.0
2021-02-02,2.2868623e-19,0,0.0
2021-02-03,9.465835e-21,0,0.0
2021-02-04,2.295873e-20,0,0.0
2021-02-05,2.6863398e-20,0,0.0
2021-02-06,1.4765881e-19,0,0.0
2021-02-07,1.8243717e-20,0,0.0
2021-02-08,1.7809278e-20,0,0.0
2021-02-09,6.779398e-20,0,0.0
2021-02-10,3.321859e-20,0,0.0
2021-02-11,2.4875197e-21,0,0.0
2021-02-12,5.330716e-21,0,0.0
2021-02-13,3.250558e-20,0,0.0
2021-02-14,8.144053e-19,0,0.0
2021-02-15,1.080036e-18,0,0.0
2021-02-16,3.1689713e-17,0,0.0
2021-02-17,7.770411e-16,0,0.0
2021-02-18,7.512295e-14,0,0.0
2021-02-19,1.8157932e-13,0,0.0
2021-02-20,1.4240816e-11,0,0.0
2021-02-21,5.101606e-10,0,0.0
2021-02-22,6.23543e-08,0,0.0
2021-02-23,5.6225502e-08,0,0.0
2021-02-24,7.648571e-08,0,0.0
2021-02-25,2.3158682e-07,0,0.0
2021-02-26,1.6585494e-06,0,0.0
2021-02-27,3.1121704e-08,0,0.0
2021-02-28,3.709507e-09,0,0.0
2021-03-01,5.254874e-09,0,0.0
2021-03-02,7.582495e-08,0,0.0
2021-03-03,1.7286537e-10,0,0.0
2021-03-04,1.2296341e-11,0,0.0
2021-03-05,4.719361e-12,0,0.0
2021-03-06,6.007608e-10,0,0.0
2021-03-07,3.4281882e-13,0,0.0
2021-03-08,7.961656e-14,0,0.0
2021-03-09,8.431154e-14,0,0.0
2021-03-10,1.7778374e-11,0,0.0
2021-03-11,5.9563547e-14,0,0.0
2021-03-12,7.14709e-15,0,0.0
2021-03-13,1.561893e-14,0,0.0
2021-03-14,1.4359259e-13,0,0.0
2021-03-15,1.0535752e-14,0,0.0
2021-03-16,1.3143349e-15,0,0.0
2021-03-17,6.911756e-15,0,0.0
2021-03-18,1.839798e-14,0,0.0
2021-03-19,9.667007e-15,0,0.0
2021-03-20,8.4195e-15,0,0.0
2021-03-21,7.219724e-14,0,0.0
2021-03-22,7.3907934e-14,0,0.0
2021-03-23,2.0618296e-13,0,0.0
2021-03-24,8.261665e-14,0,0.0
2021-03-25,1.4714793e-12,0,0.0
2021-03-26,9.258881e-13,0,0.0
2021-03-27,2.9285133e-12,0,0.0
2021-03-28,9.043536e-13,0,0.0
2021-03-29,1.7492466e-11,0,0.0
2021-03-30,1.8391134e-11,0,0.0
2021-03-31,1.8404677e-11,0,0.0
2021-04-01,2.550354e-10,0,0.0
2021-04-02,1.2167871e-09,0,0.0
2021-04-03,2.8193824e-08,0,0.0
2021-04-04,3.4658743e-09,0,0.0
2021-04-05,4.4065118e-08,0,0.0
2021-04-06,4.160844e-08,0,0.0
2021-04-07,2.399802e-07,0,0.0
2021-04-08,8.389052e-09,0,0.0
2021-04-09,1.3655182e-07,0,0.0
2021-04-10,4.946802e-08,0,0.0
2021-04-11,3.591743e-05,0,0.0
2021-04-12,6.924493e-06,0,0.0
2021-04-13,0.00037418836,0,0.0
2021-04-14,0.00015354497,0,0.0
2021-04-15,0.0061700004,0,0.0
2021-04-16,0.0013084642,0,0.0
2021-04-17,0.01250463,0,0.0
2021-04-18,0.0031876448,0,0.0
2021-04-19,0.195527,0,0.0
2021-04-20,0.0678326,0,0.0
2021-04-21,0.14439437,0,0.0
2021-04-22,0.068902165,0,0.0
2021-04-23,0.21607497,0,0.0
2021-04-24,0.09677331,0,0.0
2021-04-25,0.060166072,0,0.0
2021-04-26,0.06554412,0,0.0
2021-04-27,0.1417239,0,0.0
2021-04-28,0.0955931,0,0.0
2021-04-29,0.040888432,0,0.0
2021-04-30,0.14520438,0,0.0
2021-05-01,0.2051201,0,0.0
2021-05-02,0.3898205,0,0.0
2021-05-03,0.16807663,0,0.0
2021-05-04,0.6078879,1,0.0
2021-05-05,0.54945904,1,0.0
2021-05-06,0.7047985,1,0.0
2021-05-07,0.7615723,1,0.0
2021-05-08,0.7055695,1,0.0
2021-05-09,0.6823796,1,0.0
2021-05-10,0.64962554,1,0.0
2021-05-11,0.5823099,1,0.0
2021-05-12,0.5920861,1,0.0
2021-05-13,0.55477047,1,0.0
2021-05-14,0.4909329,0,0.0
2021-05-15,0.6948791,1,0.0
2021-05-16,0.77198726,1,0.0
2021-05-17,0.7541499,1,0.0
2021-05-18,0.70808214,1,0.0
2021-05-19,0.6582801,1,0.0
2021-05-20,0.58422464,1,0.0
2021-05-21,0.5756161,1,0.0
2021-05-22,0.5579708,1,0.0
2021-05-23,0.4808555,0,0.0
2021-05-24,0.4139354,0,0.0
2021-05-25,0.37490368,0,0.0
2021-05-26,0.35863876,0,0.0
2021-05-27,0.34206465,0,0.0
2021-05-28,0.32935032,0,0.0
2021-05-29,0.33777353,0,0.0
2021-05-30,0.33466205,0,0.0
2021-05-31,0.3542185,0,0.0
2021-06-01,0.38747296,0,0.0
2021-06-02,0.5035783,1,0.0
2021-06-03,0.6454807,1,0.0
2021-06-04,0.6133813,1,0.0
2021-06-05,0.5592239,1,0.0
2021-06-06,0.539276,1,0.0
2021-06-07,0.5231247,1,0.0
2021-06-08,0.54560566,1,0.0
2021-06-09,0.5453948,1,0.0
2021-06-10,0.49989703,0,0.0
2021-06-11,0.4608293,0,0.0
2021-06-12,0.4622249,0,0.0
2021-06-13,0.4984322,0,0.0
2021-06-14,0.49462694,0,0.0
2021-06-15,0.5006634,1,0.0
2021-06-16,0.58915454,1,0.0
2021-06-17,0.6188381,1,0.0
2021-06-18,0.6314295,1,0.0
2021-06-19,0.63462436,1,0.0
2021-06-20,0.6227851,1,0.0
2021-06-21,0.6153701,1,0.0
2021-06-22,0.6024987,1,0.0
2021-06-23,0.5322173,1,0.0
2021-06-24,0.40926698,0,0.0
2021-06-25,0.3059515,0,0.0
2021-06-26,0.19454055,0,0.0
2021-06-27,0.18326378,0,0.0
2021-06-28,0.17590441,0,0.0
2021-06-29,0.18000649,0,0.0
2021-06-30,0.1894494,0,0.0
2021-07-01,0.22425301,0,0.0
2021-07-02,0.29483062,0,0.0
2021-07-03,0.4042886,0,0.0
2021-07-04,0.5249313,1,0.0
2021-07-05,0.6103052,1,0.0
2021-07-06,0.64864063,1,0.0
2021-07-07,0.69551545,1,0.0
2021-07-08,0.7454851,1,0.0
2021-07-09,0.7450911,1,0.0
2021-07-10,0.7517713,1,0.0
2021-07-11,0.8004284,1,0.0
2021-07-12,0.7733177,1,0.0
2021-07-13,0.71853113,1,0.0
2021-07-14,0.6709996,1,0.0
2021-07-15,0.6229773,1,0.0
2021-07-16,0.55205303,1,0.0
2021-07-17,0.5519971,1,0.0
2021-07-18,0.5733344,1,0.0
2021-07-19,0.57333,1,0.0
2021-07-20,0.57935625,1,0.0
2021-07-21,0.63194335,1,0.0
2021-07-22,0.66677725,1,0.0
2021-07-23,0.7475084,1,0.0
2021-07-24,0.7499842,1,0.0
2021-07-25,0.73270345,1,0.0
2021-07-26,0.71722203,1,0.0
2021-07-27,0.69445837,1,0.0
2021-07-28,0.63357234,1,0.0
2021-07-29,0.48818088,0,0.0
2021-07-30,0.1979878,0,0.0
2021-07-31,0.10925669,0,0.0
2021-08-01,0.06582872,0,0.0
2021-08-02,0.06627771,0,0.0
2021-08-03,0.07902879,0,0.0
2021-08-04,0.109255105,0,0.0
2021-08-05,0.14642173,0,0.0
2021-08-06,0.23330888,0,0.0
2021-08-07,0.32323283,0,0.0
2021-08-08,0.56946373,1,0.0
2021-08-09,0.678833,1,0.0
2021-08-10,0.75813895,1,0.0
2021-08-11,0.71746683,1,0.0
2021-08-12,0.66880167,1,0.0
2021-08-13,0.6710949,1,0.0
2021-08-14,0.7389741,1,0.0
2021-08-15,0.79285234,1,0.0
2021-08-16,0.8003653,1,0.0
2021-08-17,0.80092746,1,0.0
2021-08-18,0.78773105,1,0.0
2021-08-19,0.80791694,1,0.0
2021-08-20,0.75998044,1,0.0
2021-08-21,0.68633246,1,0.0
2021-08-22,0.43766692,0,0.0
2021-08-23,0.3978522,0,0.0
2021-08-24,0.36967465,0,0.0
2021-08-25,0.36491147,0,0.0
2021-08-26,0.3545657,0,0.0
2021-08-27,0.34366557,0,0.0
2021-08-28,0.34282905,0,0.0
2021-08-29,0.3462108,0,0.0
2021-08-30,0.37994602,0,0.0
2021-08-31,0.40362462,0,0.0
2021-09-01,0.39400205,0,0.0
2021-09-02,0.46881238,0,0.0
2021-09-03,0.5441699,1,0.0
2021-09-04,0.53036404,1,0.0
2021-09-05,0.5525239,1,0.0
2021-09-06,0.52991295,1,0.0
2021-09-07,0.52299833,1,0.0
2021-09-08,0.5135081,1,0.0
2021-09-09,0.4991984,0,0.0
2021-09-10,0.49866024,0,0.0
2021-09-11,0.4987107,0,0.0
2021-09-12,0.4999988,0,0.0
2021-09-13,0.51455384,1,0.0
2021-09-14,0.47496527,0,0.0
2021-09-15,0.44907665,0,0.0
2021-09-16,0.4256053,0,0.0
2021-09-17,0.40250182,0,0.0
2021-09-18,0.37419352,0,0.0
2021-09-19,0.33061156,0,0.0
2021-09-20,0.28012356,0,0.0
2021-09-21,0.31705034,0,0.0
2021-09-22,0.32466617,0,0.0
2021-09-23,0.36522216,0,0.0
2021-09-24,0.37417886,0,0.0
2021-09-25,0.38897917,0,0.0
2021-09-26,0.4093004,0,0.0
2021-09-27,0.47953713,0,0.0
2021-09-28,0.44928184,0,0.0
2021-09-29,0.42179668,0,0.0
2021-09-30,0.42452914,0,0.0
2021-10-01,0.42739108,0,0.0
2021-10-02,0.49695244,0,0.0
2021-10-03,0.496501,0,0.0
2021-10-04,0.50138634,1,0.0
2021-10-05,0.51189774,1,0.0
2021-10-06,0.50898856,1,0.0
2021-10-07,0.50291944,1,0.0
2021-10-08,0.49709657,0,0.0
2021-10-09,0.5034927,1,0.0
2021-10-10,0.44456738,0,0.0
2021-10-11,0.39869937,0,0.0
2021-10-12,0.35554495,0,0.0
2021-10-13,0.27917203,0,0.0
2021-10-14,0.27590504,0,0.0
2021-10-15,0.26133063,0,0.0
2021-10-16,0.2175923,0,0.0
2021-10-17,0.2441392,0,0.0
2021-10-18,0.27300552,0,0.0
2021-10-19,0.29074228,0,0.0
2021-10-20,0.29324386,0,0.0
2021-10-21,0.2996164,0,0.0
2021-10-22,0.32508388,0,0.0
2021-10-23,0.26030535,0,0.0
2021-10-24,0.08970822,0,0.0
2021-10-25,0.0029766539,0,0.0
2021-10-26,0.00019147513,0,0.0
2021-10-27,1.1189695e-05,0,0.0
2021-10-28,4.0355533e-07,0,0.0
2021-10-29,3.76679e-08,0,0.0
2021-10-30,2.5970581e-09,0,0.0
2021-10-31,1.8154714e-09,0,0.0
2021-11-01,3.5345138e-10,0,0.0
2021-11-02,2.2736697e-09,0,0.0
2021-11-03,8.7481566e-10,0,0.0
2021-11-04,4.7422697e-09,0,0.0
2021-11-05,5.139523e-09,0,0.0
2021-11-06,6.6398094e-08,0,0.0
2021-11-07,9.014248e-08,0,0.0
2021-11-08,1.0078452e-07,0,0.0
2021-11-09,5.3918807e-08,0,0.0
2021-11-10,3.814908e-08,0,0.0
2021-11-11,2.4048623e-08,0,0.0
2021-11-12,4.089613e-09,0,0.0
2021-11-13,2.0495193e-08,0,0.0
2021-11-14,2.4847054e-08,0,0.0
2021-11-15,8.788956e-08,0,0.0
2021-11-16,3.4003546e-07,0,0.0
2021-11-17,3.7085333e-06,0,0.0
2021-11-18,1.778871e-05,0,0.0
2021-11-19,9.228075e-05,0,0.0
2021-11-20,0.00037078827,0,0.0
2021-11-21,0.0064979503,0,0.0
2021-11-22,0.018841296,0,0.0
2021-11-23,0.025708763,0,0.0
2021-11-24,0.09773638,0,0.0
2021-11-25,0.069134295,0,0.0
2021-11-26,0.052824173,0,0.0
2021-11-27,0.058477443,0,0.0
2021-11-28,0.05616912,0,0.0
2021-11-29,0.10912109,0,0.0
2021-11-30,0.08119936,0,0.0
2021-12-01,0.5011555,1,0.0
2021-12-02,0.61193144,1,0.0
2021-12-03,0.5192583,1,0.0
2021-12-04,0.50593096,1,0.0
2021-12-05,0.47926587,0,0.0
2021-12-06,0.4599904,0,0.0
2021-12-07,0.46881658,0,0.0
2021-12-08,0.32269913,0,0.0
2021-12-09,0.26578632,0,0.0
2021-12-10,0.2360265,0,0.0
2021-12-11,0.20369503,0,0.0
2021-12-12,0.21219406,0,0.0
2021-12-13,0.20569505,0,0.0
2021-12-14,0.18953395,0,0.0
2021-12-15,0.1906321,0,0.0
2021-12-16,0.17917183,0,0.0
2021-12-17,0.2761348,0,0.0
2021-12-18,0.16047058,0,0.0
2021-12-19,0.035506256,0,0.0
2021-12-20,0.0022197023,0,0.0
2021-12-21,6.914616e-05,0,0.0
2021-12-22,1.9730085e-06,0,0.0
2021-12-23,7.581049e-08,0,0.0
2021-12-24,1.34943265e-08,0,0.0
2021-12-25,4.8596e-10,0,0.0
2021-12-26,2.543513e-11,0,0.0
2021-12-27,7.437581e-12,0,0.0
2021-12-28,2.5616488e-11,0,0.0
2021-12-29,4.3333323e-12,0,0.0
2021-12-30,1.7853428e-12,0,0.0
2021-12-31,1.4385884e-12,0,0.0
